Timestep,SimStepTime,ImageConversionTime,ImageWriteTime
813,0.0579329,0,0
814,0.0568801,0,0
815,0.0552817,0,0
816,0.0555691,0,0
817,0.0560609,0,0
818,0.0552616,0,0
819,0.056493,0,0
820,0.0605652,0.0043953,0.0212021
821,0.0558594,0,0
822,0.0555128,0,0
823,0.0554047,0,0
824,0.0555664,0,0
825,0.055891,0,0
826,0.0570461,0,0
827,0.0554386,0,0
828,0.0554584,0,0
829,0.0575783,0,0
830,0.0600483,0.0040543,0.0208335
831,0.0591405,0,0
832,0.0566275,0,0
833,0.055277,0,0
834,0.0553277,0,0
835,0.0553002,0,0
836,0.0553203,0,0
837,0.056114,0,0
838,0.0556694,0,0
839,0.0563697,0,0
840,0.0586379,0.0041003,0.0212352
841,0.055936,0,0
842,0.0556772,0,0
843,0.0553973,0,0
844,0.0563011,0,0
845,0.0592466,0,0
846,0.0560337,0,0
847,0.0554069,0,0
848,0.0573652,0,0
849,0.0581562,0,0
850,0.0595497,0.0040991,0.0202392
851,0.0559224,0,0
852,0.0554868,0,0
853,0.0552632,0,0
854,0.055303,0,0
855,0.0559354,0,0
856,0.0552586,0,0
857,0.0556487,0,0
858,0.055826,0,0
859,0.0552861,0,0
860,0.0601261,0.0040735,0.0205353
861,0.0597556,0,0
862,0.0556324,0,0
863,0.0569959,0,0
864,0.0579356,0,0
865,0.0564643,0,0
866,0.0549548,0,0
867,0.0546826,0,0
868,0.054475,0,0
869,0.054312,0,0
870,0.0606117,0.0039986,0.0201942
871,0.0558165,0,0
872,0.05577,0,0
873,0.0557808,0,0
874,0.0572075,0,0
875,0.0563587,0,0
876,0.0555146,0,0
877,0.0554751,0,0
878,0.0553803,0,0
879,0.0578917,0,0
880,0.0612683,0.0040824,0.0206449
881,0.0550739,0,0
882,0.0561757,0,0
883,0.055507,0,0
884,0.0555175,0,0
885,0.0554422,0,0
886,0.0550305,0,0
887,0.0572636,0,0
888,0.0553819,0,0
889,0.0554453,0,0
890,0.0607057,0.0059167,0.0210128
891,0.0555831,0,0
892,0.0577636,0,0
893,0.0558684,0,0
894,0.0553695,0,0
895,0.0570825,0,0
896,0.0575819,0,0
897,0.0556205,0,0
898,0.0554838,0,0
899,0.0589651,0,0
900,0.0624878,0.0045879,0.0207099
901,0.0571126,0,0
902,0.0554323,0,0
903,0.0553134,0,0
904,0.0555131,0,0
905,0.0565075,0,0
906,0.0557429,0,0
907,0.0555525,0,0
908,0.0562238,0,0
909,0.0557008,0,0
910,0.0604224,0.004134,0.0212773
911,0.055719,0,0
912,0.0555131,0,0
913,0.0583465,0,0
914,0.0551998,0,0
915,0.0554039,0,0
916,0.0554395,0,0
917,0.0556688,0,0
918,0.0578373,0,0
919,0.0560418,0,0
920,0.0606435,0.0058494,0.019643
921,0.0561313,0,0
922,0.055533,0,0
923,0.0552882,0,0
924,0.0556231,0,0
925,0.0554588,0,0
926,0.0556497,0,0
927,0.0558248,0,0
928,0.0556432,0,0
929,0.0564914,0,0
930,0.0610915,0.0040699,0.0202225
931,0.0559315,0,0
932,0.0555747,0,0
933,0.0554064,0,0
934,0.055161,0,0
935,0.0560224,0,0
936,0.0561869,0,0
937,0.0558734,0,0
938,0.0552758,0,0
939,0.0555239,0,0
940,0.0601798,0.0040588,0.020362
941,0.0568046,0,0
942,0.0557522,0,0
943,0.0555492,0,0
944,0.0564772,0,0
945,0.0558036,0,0
946,0.055504,0,0
947,0.0581776,0,0
948,0.0553567,0,0
949,0.0552723,0,0
950,0.0612046,0.0041045,0.0200921
951,0.0563203,0,0
952,0.0555514,0,0
953,0.0564888,0,0
954,0.0549823,0,0
955,0.0559966,0,0
956,0.0554484,0,0
957,0.055361,0,0
958,0.05568,0,0
959,0.0550831,0,0
960,0.061653,0.0059663,0.0205392
961,0.055726,0,0
962,0.0566073,0,0
963,0.0552184,0,0
964,0.0570301,0,0
965,0.0554139,0,0
966,0.0553794,0,0
967,0.0556014,0,0
968,0.0553717,0,0
969,0.0552143,0,0
970,0.0620672,0.0040684,0.020477
971,0.0559971,0,0
972,0.0556205,0,0
973,0.0555992,0,0
974,0.0552703,0,0
975,0.0557415,0,0
976,0.0556419,0,0
977,0.0553853,0,0
978,0.0554056,0,0
979,0.0552893,0,0
980,0.0582224,0.0039778,0.0217956
981,0.0568046,0,0
982,0.0558871,0,0
983,0.0554158,0,0
984,0.0558711,0,0
985,0.0550843,0,0
986,0.0553822,0,0
987,0.0566079,0,0
988,0.0564909,0,0
989,0.0553817,0,0
990,0.0610233,0.0041177,0.0200999
991,0.0556347,0,0
992,0.0562482,0,0
993,0.0551858,0,0
994,0.0554389,0,0
995,0.0553443,0,0
996,0.056537,0,0
997,0.06072,0,0
998,0.0597401,0,0
999,0.0551763,0,0
1000,0.0606179,0.003985,0.0199518
1001,0.0575808,0,0
1002,0.0552934,0,0
1003,0.0555457,0,0
1004,0.0554866,0,0
1005,0.0563155,0,0
1006,0.0576251,0,0
1007,0.0555555,0,0
1008,0.0555949,0,0
1009,0.0551945,0,0
1010,0.0602957,0.0040994,0.0202177
1011,0.0650325,0,0
1012,0.0771954,0,0
1013,0.0557236,0,0
1014,0.059835,0,0
1015,0.0597159,0,0
1016,0.0556293,0,0
1017,0.0561596,0,0
1018,0.0551386,0,0
1019,0.0551464,0,0
1020,0.0601397,0.0041127,0.0205317
1021,0.0557735,0,0
1022,0.0565509,0,0
1023,0.0555369,0,0
1024,0.0556339,0,0
1025,0.0556125,0,0
1026,0.0555721,0,0
1027,0.0551819,0,0
1028,0.0557242,0,0
1029,0.0562909,0,0
1030,0.0597313,0.0042101,0.0202353
1031,0.0561164,0,0
1032,0.055717,0,0
1033,0.0562728,0,0
1034,0.0574234,0,0
1035,0.055575,0,0
1036,0.0549841,0,0
1037,0.0556481,0,0
1038,0.0557055,0,0
1039,0.0554151,0,0
1040,0.060362,0.0041532,0.0200652
1041,0.0599766,0,0
1042,0.0563197,0,0
1043,0.0559996,0,0
1044,0.0562725,0,0
1045,0.0558694,0,0
1046,0.0563365,0,0
1047,0.0555651,0,0
1048,0.0555904,0,0
1049,0.0562621,0,0
1050,0.059426,0.0042369,0.0204116
1051,0.056389,0,0
1052,0.0554813,0,0
1053,0.055474,0,0
1054,0.0558343,0,0
1055,0.0564487,0,0
1056,0.0555849,0,0
1057,0.0567369,0,0
1058,0.0557785,0,0
1059,0.055781,0,0
1060,0.0590921,0.0041761,0.0206157
1061,0.0564189,0,0
1062,0.0557941,0,0
1063,0.0554735,0,0
1064,0.0559918,0,0
1065,0.0550791,0,0
1066,0.0565142,0,0
1067,0.0557392,0,0
1068,0.0559675,0,0
1069,0.0552706,0,0
1070,0.0596555,0.0039898,0.0208543
1071,0.0560184,0,0
1072,0.0557227,0,0
1073,0.0555191,0,0
1074,0.055351,0,0
1075,0.0564943,0,0
1076,0.0556398,0,0
1077,0.0556166,0,0
1078,0.0557554,0,0
1079,0.0557438,0,0
1080,0.0592385,0.0042023,0.0202665
1081,0.0559733,0,0
