Timestep,SimStepTime,ImageConversionTime,ImageWriteTime
168,0.106453,0,0
169,0.106687,0,0
170,0.107401,0.0097022,0.0230394
171,0.106385,0,0
172,0.106479,0,0
173,0.107068,0,0
174,0.118192,0,0
175,0.105888,0,0
176,0.105493,0,0
177,0.105811,0,0
178,0.106675,0,0
179,0.106313,0,0
180,0.106856,0.0088504,0.0222866
181,0.116274,0,0
182,0.132071,0,0
183,0.106539,0,0
184,0.105982,0,0
185,0.105662,0,0
186,0.106261,0,0
187,0.106741,0,0
188,0.106271,0,0
189,0.127164,0,0
190,0.110502,0.0088314,0.0224827
191,0.106681,0,0
192,0.106341,0,0
193,0.106476,0,0
194,0.106496,0,0
195,0.115009,0,0
196,0.107479,0,0
197,0.106011,0,0
198,0.106406,0,0
199,0.108927,0,0
200,0.107444,0.0148167,0.0227011
201,0.10653,0,0
202,0.115091,0,0
203,0.131881,0,0
204,0.106575,0,0
205,0.106078,0,0
206,0.1064,0,0
207,0.106567,0,0
208,0.106454,0,0
209,0.106537,0,0
210,0.109335,0.0088548,0.021493
211,0.106656,0,0
212,0.107248,0,0
213,0.106562,0,0
214,0.106267,0,0
215,0.106841,0,0
216,0.106579,0,0
217,0.114441,0,0
218,0.109522,0,0
219,0.106903,0,0
220,0.110035,0.0088418,0.0222677
221,0.106479,0,0
222,0.106326,0,0
223,0.107639,0,0
224,0.106671,0,0
225,0.106583,0,0
226,0.106653,0,0
227,0.106451,0,0
228,0.106967,0,0
229,0.109068,0,0
230,0.106658,0.008845,0.0216439
231,0.107417,0,0
232,0.105989,0,0
233,0.107006,0,0
234,0.106531,0,0
235,0.106635,0,0
236,0.106466,0,0
237,0.109927,0,0
238,0.133067,0,0
239,0.116829,0,0
240,0.119412,0.0155293,0.0227311
241,0.106692,0,0
242,0.106888,0,0
243,0.106402,0,0
244,0.108887,0,0
245,0.129359,0,0
246,0.106497,0,0
247,0.106099,0,0
248,0.10687,0,0
249,0.106403,0,0
250,0.116229,0.0088467,0.0217007
251,0.133265,0,0
252,0.128157,0,0
253,0.105745,0,0
254,0.105946,0,0
255,0.106263,0,0
256,0.106617,0,0
257,0.105696,0,0
258,0.105522,0,0
259,0.105836,0,0
260,0.107105,0.008838,0.0219616
261,0.107756,0,0
262,0.106354,0,0
263,0.106446,0,0
264,0.109012,0,0
265,0.106819,0,0
266,0.106395,0,0
267,0.106658,0,0
268,0.106549,0,0
269,0.10646,0,0
270,0.106999,0.0088536,0.0223048
271,0.106474,0,0
272,0.106413,0,0
273,0.126633,0,0
274,0.107405,0,0
275,0.106518,0,0
276,0.106437,0,0
277,0.107316,0,0
278,0.127175,0,0
279,0.106776,0,0
280,0.108986,0.0088494,0.0216787
281,0.106396,0,0
282,0.106175,0,0
283,0.106528,0,0
284,0.116539,0,0
285,0.130494,0,0
286,0.105959,0,0
287,0.106247,0,0
288,0.106537,0,0
289,0.106422,0,0
290,0.110376,0.0088257,0.022072
291,0.111827,0,0
292,0.131716,0,0
293,0.106392,0,0
294,0.105189,0,0
295,0.120645,0,0
296,0.131799,0,0
297,0.106468,0,0
298,0.106113,0,0
299,0.106449,0,0
300,0.107029,0.0088909,0.0211706
301,0.106239,0,0
302,0.106466,0,0
303,0.1052,0,0
304,0.107636,0,0
305,0.105929,0,0
306,0.105838,0,0
307,0.106426,0,0
308,0.106169,0,0
309,0.106486,0,0
310,0.106643,0.0088681,0.0208037
311,0.106459,0,0
312,0.106743,0,0
313,0.106513,0,0
314,0.122821,0,0
315,0.132054,0,0
316,0.106405,0,0
317,0.106649,0,0
318,0.106105,0,0
319,0.105726,0,0
320,0.108237,0.0087828,0.0223154
321,0.107189,0,0
322,0.106009,0,0
323,0.110997,0,0
324,0.13424,0,0
325,0.131398,0,0
326,0.106389,0,0
327,0.106438,0,0
328,0.106161,0,0
329,0.108539,0,0
330,0.108539,0.0088498,0.0217083
331,0.106984,0,0
332,0.106526,0,0
333,0.106365,0,0
334,0.106488,0,0
335,0.106163,0,0
336,0.106037,0,0
337,0.106023,0,0
338,0.106247,0,0
339,0.106451,0,0
340,0.10706,0.0088445,0.0217535
341,0.106601,0,0
342,0.106064,0,0
343,0.106649,0,0
344,0.107023,0,0
345,0.106534,0,0
346,0.10662,0,0
347,0.106251,0,0
348,0.106615,0,0
349,0.106601,0,0
350,0.107558,0.0088489,0.0222329
351,0.106727,0,0
352,0.105921,0,0
353,0.10615,0,0
354,0.106275,0,0
355,0.107442,0,0
356,0.106869,0,0
357,0.105984,0,0
358,0.108063,0,0
359,0.116915,0,0
360,0.109261,0.0088635,0.0219629
361,0.132617,0,0
362,0.106567,0,0
363,0.106552,0,0
364,0.106242,0,0
365,0.118555,0,0
366,0.131202,0,0
367,0.10523,0,0
368,0.105612,0,0
369,0.124594,0,0
370,0.107058,0.0087101,0.0225237
371,0.1063,0,0
372,0.106463,0,0
373,0.126585,0,0
374,0.106901,0,0
375,0.11034,0,0
376,0.106881,0,0
377,0.108391,0,0
378,0.106534,0,0
379,0.111537,0,0
380,0.106831,0.008863,0.0230073
381,0.106404,0,0
382,0.106388,0,0
383,0.106088,0,0
384,0.107308,0,0
385,0.106975,0,0
386,0.1067,0,0
387,0.106014,0,0
388,0.106623,0,0
389,0.106473,0,0
390,0.132487,0.0088545,0.022244
391,0.106509,0,0
392,0.106248,0,0
393,0.105733,0,0
394,0.106144,0,0
395,0.106556,0,0
396,0.105894,0,0
397,0.117609,0,0
398,0.107151,0,0
399,0.113995,0,0
400,0.106817,0.0097666,0.0231004
401,0.106444,0,0
402,0.106408,0,0
403,0.1066,0,0
404,0.106552,0,0
405,0.106466,0,0
406,0.107032,0,0
407,0.106947,0,0
408,0.10668,0,0
409,0.106105,0,0
410,0.106893,0.0088495,0.0216144
411,0.106201,0,0
412,0.106397,0,0
413,0.132772,0,0
414,0.106385,0,0
415,0.108323,0,0
416,0.106781,0,0
417,0.106799,0,0
418,0.106412,0,0
419,0.106615,0,0
420,0.111761,0.0088671,0.0223467
421,0.134227,0,0
422,0.106845,0,0
423,0.10606,0,0
424,0.113911,0,0
425,0.132282,0,0
426,0.10655,0,0
427,0.126226,0,0
428,0.106148,0,0
429,0.106585,0,0
430,0.109815,0.0089036,0.0213328
431,0.10641,0,0
432,0.106575,0,0
433,0.106654,0,0
434,0.114859,0,0
435,0.106846,0,0
436,0.106185,0,0
437,0.106446,0,0
438,0.106006,0,0
439,0.106737,0,0
440,0.133197,0.00884186,0.0211248
441,0.106586,0,0
442,0.106588,0,0
443,0.105989,0,0
444,0.106,0,0
445,0.107534,0,0
446,0.106528,0,0
447,0.106414,0,0
448,0.106625,0,0
449,0.106382,0,0
450,0.117236,0.008787,0.0214379
451,0.132968,0,0
452,0.1069,0,0
453,0.119475,0,0
454,0.12602,0,0
455,0.106299,0,0
456,0.10627,0,0
457,0.106781,0,0
458,0.10643,0,0
459,0.106443,0,0
460,0.111319,0.0088455,0.0217813
461,0.133044,0,0
462,0.106915,0,0
463,0.106459,0,0
464,0.116717,0,0
465,0.130611,0,0
466,0.106386,0,0
467,0.105779,0,0
468,0.10616,0,0
469,0.106502,0,0
470,0.11957,0.0088599,0.0227253
471,0.125376,0,0
472,0.106611,0,0
473,0.106606,0,0
474,0.106335,0,0
475,0.105987,0,0
476,0.107016,0,0
477,0.106564,0,0
478,0.109221,0,0
479,0.106608,0,0
480,0.112814,0.0088081,0.0229869
481,0.106496,0,0
482,0.106646,0,0
483,0.106098,0,0
484,0.105596,0,0
485,0.10669,0,0
486,0.106486,0,0
487,0.126506,0,0
488,0.104993,0,0
489,0.105789,0,0
490,0.114662,0.0088075,0.0211128
491,0.107733,0,0
492,0.106055,0,0
493,0.107177,0,0
494,0.113675,0,0
495,0.107371,0,0
496,0.105797,0,0
497,0.105427,0,0
498,0.105345,0,0
499,0.107123,0,0
500,0.112773,0.0088523,0.0221569
501,0.106737,0,0
502,0.105009,0,0
503,0.110681,0,0
504,0.132121,0,0
505,0.130232,0,0
506,0.107551,0,0
507,0.105781,0,0
508,0.116084,0,0
509,0.107275,0,0
510,0.119065,0.0089239,0.0230445
511,0.107212,0,0
512,0.106365,0,0
513,0.130704,0,0
514,0.105578,0,0
515,0.10627,0,0
516,0.11669,0,0
517,0.131714,0,0
518,0.108019,0,0
519,0.105164,0,0
520,0.122921,0.0087232,0.0223729
521,0.106853,0,0
522,0.106269,0,0
523,0.105191,0,0
524,0.106297,0,0
525,0.106846,0,0
526,0.107936,0,0
527,0.106062,0,0
528,0.105685,0,0
529,0.106148,0,0
530,0.106889,0.0087831,0.0215454
531,0.106937,0,0
532,0.106711,0,0
533,0.105378,0,0
534,0.117859,0,0
535,0.118448,0,0
536,0.132821,0,0
537,0.105553,0,0
538,0.104985,0,0
539,0.106465,0,0
540,0.107525,0.0088485,0.0217191
541,0.107536,0,0
542,0.106747,0,0
543,0.106736,0,0
544,0.106588,0,0
545,0.109524,0,0
546,0.106481,0,0
547,0.107211,0,0
548,0.106717,0,0
549,0.106301,0,0
550,0.125716,0.0088292,0.0222825
551,0.106987,0,0
552,0.106887,0,0
553,0.106655,0,0
554,0.106261,0,0
555,0.107562,0,0
556,0.106568,0,0
557,0.106035,0,0
558,0.10516,0,0
559,0.105685,0,0
560,0.106976,0.0089233,0.0227135
561,0.116746,0,0
562,0.106646,0,0
563,0.120317,0,0
564,0.10688,0,0
565,0.106632,0,0
566,0.106337,0,0
567,0.10637,0,0
568,0.106413,0,0
569,0.107598,0,0
570,0.139722,0.0088619,0.0212562
571,0.111181,0,0
572,0.106641,0,0
573,0.105557,0,0
574,0.106776,0,0
575,0.106964,0,0
576,0.115535,0,0
577,0.106162,0,0
578,0.106457,0,0
579,0.106209,0,0
580,0.133927,0.0089223,0.0221625
581,0.106454,0,0
582,0.106081,0,0
583,0.114774,0,0
584,0.131069,0,0
585,0.105887,0,0
586,0.106432,0,0
587,0.106416,0,0
588,0.106819,0,0
589,0.106621,0,0
590,0.10948,0.00885679,0.0216366
591,0.107014,0,0
592,0.106489,0,0
593,0.106707,0,0
594,0.106668,0,0
595,0.11275,0,0
596,0.106496,0,0
597,0.109388,0,0
598,0.143052,0,0
599,0.125691,0,0
600,0.134627,0.0088867,0.0233207
601,0.142971,0,0
602,0.132763,0,0
603,0.106594,0,0
604,0.106548,0,0
605,0.10681,0,0
606,0.106882,0,0
607,0.133607,0,0
608,0.106899,0,0
609,0.117729,0,0
610,0.134401,0.0158666,0.0249195
611,0.134069,0,0
612,0.108225,0,0
613,0.120287,0,0
614,0.132542,0,0
615,0.119888,0,0
616,0.125606,0,0
617,0.133623,0,0
618,0.119477,0,0
619,0.118557,0,0
620,0.126617,0.0159535,0.0221597
621,0.106518,0,0
622,0.115438,0,0
623,0.132935,0,0
624,0.112753,0,0
625,0.13135,0,0
626,0.106994,0,0
627,0.106615,0,0
628,0.106498,0,0
629,0.108232,0,0
630,0.11988,0.0089367,0.0224103
631,0.132053,0,0
632,0.106391,0,0
633,0.106459,0,0
634,0.106355,0,0
635,0.106926,0,0
636,0.106381,0,0
637,0.106712,0,0
638,0.107261,0,0
639,0.107048,0,0
640,0.106989,0.0088643,0.0220935
641,0.10653,0,0
642,0.106573,0,0
643,0.10646,0,0
644,0.106509,0,0
645,0.126414,0,0
646,0.107737,0,0
647,0.136953,0,0
648,0.130908,0,0
649,0.106228,0,0
650,0.107095,0.009019,0.0217462
651,0.106696,0,0
652,0.106814,0,0
653,0.106092,0,0
654,0.105795,0,0
655,0.105657,0,0
656,0.107314,0,0
657,0.106036,0,0
658,0.107394,0,0
659,0.106486,0,0
660,0.106767,0.008865,0.0221246
661,0.106909,0,0
662,0.107134,0,0
663,0.106493,0,0
664,0.106324,0,0
665,0.109287,0,0
666,0.110276,0,0
667,0.132927,0,0
668,0.119449,0,0
669,0.131464,0,0
670,0.106683,0.0087925,0.0230747
671,0.106627,0,0
672,0.106395,0,0
673,0.107,0,0
674,0.107346,0,0
675,0.117362,0,0
676,0.132682,0,0
677,0.106729,0,0
678,0.10654,0,0
679,0.106851,0,0
680,0.108989,0.0089696,0.0217955
681,0.138442,0,0
682,0.115598,0,0
683,0.106355,0,0
684,0.106764,0,0
685,0.106333,0,0
686,0.106318,0,0
687,0.105833,0,0
688,0.106367,0,0
689,0.109323,0,0
690,0.107291,0.0088825,0.0209639
691,0.10653,0,0
692,0.106702,0,0
693,0.106899,0,0
694,0.106686,0,0
695,0.107027,0,0
696,0.106829,0,0
697,0.10603,0,0
698,0.106119,0,0
699,0.106431,0,0
700,0.114681,0.0088817,0.0221507
701,0.106993,0,0
702,0.106884,0,0
703,0.106668,0,0
704,0.107341,0,0
705,0.106526,0,0
706,0.106634,0,0
707,0.107009,0,0
708,0.106972,0,0
709,0.106546,0,0
710,0.10822,0.0088622,0.0215193
711,0.107224,0,0
712,0.106589,0,0
713,0.107212,0,0
714,0.106641,0,0
715,0.106115,0,0
716,0.10714,0,0
717,0.116956,0,0
718,0.13042,0,0
719,0.107261,0,0
720,0.106693,0.0089108,0.0214535
721,0.106541,0,0
722,0.106593,0,0
723,0.106978,0,0
724,0.106462,0,0
725,0.106476,0,0
726,0.106376,0,0
727,0.106333,0,0
728,0.106718,0,0
729,0.10657,0,0
730,0.108128,0.0088806,0.0223149
731,0.111833,0,0
732,0.132422,0,0
733,0.107055,0,0
734,0.106627,0,0
735,0.106182,0,0
736,0.106409,0,0
737,0.106578,0,0
738,0.106362,0,0
739,0.106514,0,0
740,0.113845,0.0088675,0.0215808
741,0.107119,0,0
742,0.107305,0,0
743,0.106253,0,0
744,0.106487,0,0
745,0.112049,0,0
746,0.106484,0,0
747,0.10663,0,0
748,0.107303,0,0
749,0.106407,0,0
750,0.106785,0.0088457,0.0214852
751,0.106498,0,0
752,0.106515,0,0
753,0.107816,0,0
754,0.107248,0,0
755,0.106548,0,0
756,0.106351,0,0
757,0.106505,0,0
758,0.10663,0,0
759,0.12714,0,0
760,0.115297,0.0088739,0.0211359
761,0.106407,0,0
762,0.106772,0,0
763,0.106503,0,0
764,0.106881,0,0
765,0.106038,0,0
766,0.106465,0,0
767,0.106322,0,0
768,0.10652,0,0
769,0.106234,0,0
770,0.106836,0.0088574,0.0218537
771,0.106804,0,0
772,0.121309,0,0
773,0.114471,0,0
774,0.133352,0,0
775,0.105858,0,0
776,0.106081,0,0
777,0.110188,0,0
778,0.132386,0,0
779,0.106231,0,0
780,0.107382,0.0089946,0.022223
781,0.106517,0,0
782,0.106701,0,0
783,0.121887,0,0
784,0.105516,0,0
785,0.106083,0,0
786,0.106305,0,0
787,0.107783,0,0
788,0.105997,0,0
789,0.106695,0,0
790,0.106808,0.0088863,0.0230338
791,0.106551,0,0
792,0.106798,0,0
793,0.105614,0,0
794,0.1236,0,0
795,0.106608,0,0
796,0.10696,0,0
797,0.106348,0,0
798,0.106658,0,0
799,0.106421,0,0
800,0.11055,0.0088845,0.0215147
801,0.10634,0,0
802,0.105632,0,0
803,0.106493,0,0
804,0.106161,0,0
805,0.106476,0,0
806,0.111634,0,0
807,0.109545,0,0
808,0.106594,0,0
809,0.106659,0,0
810,0.107044,0.0088626,0.0227855
811,0.106665,0,0
812,0.106141,0,0
813,0.106743,0,0
814,0.106509,0,0
815,0.109599,0,0
816,0.106676,0,0
817,0.10648,0,0
818,0.106436,0,0
819,0.106469,0,0
820,0.106316,0.0088669,0.0233662
821,0.10651,0,0
822,0.106579,0,0
823,0.106184,0,0
824,0.106181,0,0
825,0.106573,0,0
826,0.106482,0,0
827,0.115131,0,0
828,0.106531,0,0
829,0.106561,0,0
830,0.11449,0.0088619,0.0222753
831,0.106505,0,0
832,0.110652,0,0
833,0.13434,0,0
834,0.133186,0,0
835,0.107072,0,0
836,0.106456,0,0
837,0.106244,0,0
838,0.117291,0,0
839,0.131679,0,0
840,0.108209,0.008907,0.0219413
841,0.106325,0,0
842,0.105929,0,0
843,0.106304,0,0
844,0.10678,0,0
845,0.106783,0,0
846,0.106389,0,0
847,0.106402,0,0
848,0.106504,0,0
849,0.109888,0,0
850,0.106877,0.0158795,0.0213609
851,0.106517,0,0
852,0.106638,0,0
853,0.11432,0,0
854,0.106298,0,0
855,0.107222,0,0
856,0.106479,0,0
857,0.106378,0,0
858,0.10655,0,0
859,0.106535,0,0
860,0.106782,0.0088249,0.0228478
861,0.133112,0,0
862,0.108231,0,0
863,0.121868,0,0
864,0.106666,0,0
865,0.106094,0,0
866,0.105952,0,0
867,0.10705,0,0
868,0.106245,0,0
869,0.106587,0,0
870,0.107755,0.0088689,0.0214297
871,0.10657,0,0
872,0.106502,0,0
873,0.106544,0,0
874,0.106055,0,0
875,0.105891,0,0
876,0.106839,0,0
877,0.106307,0,0
878,0.106109,0,0
879,0.105522,0,0
880,0.118,0.008819,0.0224654
881,0.132546,0,0
882,0.12103,0,0
883,0.129969,0,0
884,0.105572,0,0
885,0.106031,0,0
886,0.106366,0,0
887,0.1068,0,0
888,0.106715,0,0
889,0.106367,0,0
890,0.123676,0.008926,0.0222013
891,0.10658,0,0
892,0.10664,0,0
893,0.118432,0,0
894,0.132009,0,0
895,0.106952,0,0
896,0.110919,0,0
897,0.131419,0,0
898,0.105909,0,0
899,0.10645,0,0
900,0.108245,0.008881,0.0225366
901,0.106358,0,0
902,0.106108,0,0
903,0.106751,0,0
904,0.106347,0,0
905,0.105521,0,0
906,0.105741,0,0
907,0.105825,0,0
908,0.106461,0,0
909,0.105943,0,0
910,0.107747,0.0088714,0.0228295
911,0.106388,0,0
912,0.106329,0,0
913,0.121395,0,0
914,0.106666,0,0
915,0.106207,0,0
916,0.105254,0,0
917,0.12227,0,0
918,0.105567,0,0
919,0.106115,0,0
920,0.106563,0.0088668,0.0213621
921,0.106573,0,0
922,0.107024,0,0
923,0.105279,0,0
924,0.105946,0,0
925,0.105527,0,0
926,0.106323,0,0
927,0.106599,0,0
928,0.111481,0,0
929,0.106137,0,0
930,0.127016,0.0088843,0.0222623
931,0.117708,0,0
932,0.13234,0,0
933,0.106,0,0
934,0.106576,0,0
935,0.107539,0,0
936,0.107795,0,0
937,0.113974,0,0
938,0.126165,0,0
939,0.106825,0,0
940,0.111636,0.0087912,0.0222706
941,0.106374,0,0
942,0.106429,0,0
943,0.106247,0,0
944,0.106785,0,0
945,0.10563,0,0
946,0.10551,0,0
947,0.105434,0,0
948,0.113605,0,0
949,0.132373,0,0
950,0.118694,0.0087903,0.0229686
951,0.113289,0,0
952,0.110982,0,0
953,0.106474,0,0
954,0.113294,0,0
955,0.131543,0,0
956,0.105786,0,0
957,0.106652,0,0
958,0.105789,0,0
959,0.105668,0,0
960,0.114723,0.0088243,0.0231361
961,0.106965,0,0
962,0.109078,0,0
963,0.106618,0,0
964,0.110918,0,0
965,0.131111,0,0
966,0.107372,0,0
967,0.106367,0,0
968,0.107444,0,0
969,0.106974,0,0
970,0.107645,0.0086711,0.0224557
971,0.10661,0,0
972,0.106454,0,0
973,0.106427,0,0
974,0.106542,0,0
975,0.106273,0,0
976,0.106104,0,0
977,0.1071,0,0
978,0.106585,0,0
979,0.105316,0,0
980,0.108413,0.0088218,0.0222929
981,0.106953,0,0
982,0.108996,0,0
983,0.131757,0,0
984,0.107733,0,0
985,0.109085,0,0
986,0.105476,0,0
987,0.105966,0,0
988,0.115726,0,0
989,0.131348,0,0
990,0.129459,0.0088073,0.02214
991,0.121165,0,0
992,0.116614,0,0
993,0.107006,0,0
994,0.106632,0,0
995,0.106699,0,0
996,0.105586,0,0
997,0.107176,0,0
998,0.106142,0,0
999,0.106256,0,0
1000,0.107441,0.008865,0.0221725
1001,0.106644,0,0
1002,0.106647,0,0
1003,0.105736,0,0
1004,0.105223,0,0
1005,0.105971,0,0
1006,0.106274,0,0
1007,0.106636,0,0
1008,0.106637,0,0
1009,0.106465,0,0
1010,0.110474,0.0088295,0.022435
1011,0.106897,0,0
1012,0.106276,0,0
1013,0.106865,0,0
1014,0.105881,0,0
1015,0.106339,0,0
1016,0.106235,0,0
1017,0.106377,0,0
1018,0.105952,0,0
1019,0.106031,0,0
1020,0.119882,0.0088287,0.0234803
1021,0.106685,0,0
1022,0.106787,0,0
1023,0.106648,0,0
1024,0.109283,0,0
1025,0.131644,0,0
1026,0.105589,0,0
1027,0.106319,0,0
1028,0.108532,0,0
1029,0.132139,0,0
1030,0.117039,0.0088796,0.022546
1031,0.106639,0,0
1032,0.10711,0,0
1033,0.106965,0,0
1034,0.106942,0,0
1035,0.10944,0,0
1036,0.106632,0,0
1037,0.122262,0,0
1038,0.133009,0,0
1039,0.105444,0,0
1040,0.107193,0.0087485,0.0216447
1041,0.127622,0,0
1042,0.106175,0,0
1043,0.106394,0,0
1044,0.10591,0,0
1045,0.106423,0,0
1046,0.106554,0,0
1047,0.107367,0,0
1048,0.106523,0,0
1049,0.106773,0,0
1050,0.110242,0.0088699,0.0220369
1051,0.106509,0,0
1052,0.106459,0,0
1053,0.106726,0,0
1054,0.106243,0,0
1055,0.112254,0,0
1056,0.107027,0,0
1057,0.106968,0,0
1058,0.106492,0,0
1059,0.10573,0,0
1060,0.107309,0.0088615,0.022664
1061,0.106444,0,0
1062,0.106292,0,0
1063,0.105639,0,0
1064,0.109136,0,0
1065,0.106785,0,0
1066,0.106739,0,0
1067,0.106421,0,0
1068,0.106269,0,0
1069,0.107442,0,0
1070,0.133051,0.008874,0.0219515
1071,0.106727,0,0
1072,0.106405,0,0
1073,0.10655,0,0
1074,0.105704,0,0
1075,0.106361,0,0
1076,0.109956,0,0
1077,0.131224,0,0
1078,0.105821,0,0
1079,0.105806,0,0
1080,0.107067,0.008865,0.0217492
1081,0.128706,0,0
1082,0.107743,0,0
1083,0.107013,0,0
1084,0.106746,0,0
1085,0.11716,0,0
1086,0.13241,0,0
1087,0.105964,0,0
1088,0.107301,0,0
1089,0.10694,0,0
1090,0.122501,0.0088796,0.0211018
1091,0.107471,0,0
1092,0.106197,0,0
1093,0.106583,0,0
1094,0.106743,0,0
1095,0.106504,0,0
1096,0.106573,0,0
1097,0.107474,0,0
1098,0.110065,0,0
1099,0.132428,0,0
1100,0.107137,0.0088254,0.0232309
1101,0.107188,0,0
1102,0.107856,0,0
1103,0.106466,0,0
1104,0.106482,0,0
1105,0.106888,0,0
1106,0.106436,0,0
1107,0.106293,0,0
1108,0.105854,0,0
1109,0.106453,0,0
1110,0.120685,0.0087979,0.022254
1111,0.132214,0,0
1112,0.106416,0,0
1113,0.114396,0,0
1114,0.106851,0,0
1115,0.106738,0,0
1116,0.106701,0,0
1117,0.119941,0,0
1118,0.106932,0,0
1119,0.106488,0,0
1120,0.10763,0.0088728,0.0230759
1121,0.128696,0,0
1122,0.106551,0,0
1123,0.108083,0,0
1124,0.106907,0,0
1125,0.110223,0,0
1126,0.106579,0,0
1127,0.106308,0,0
1128,0.106623,0,0
1129,0.106411,0,0
1130,0.118773,0.0089048,0.021764
1131,0.106576,0,0
1132,0.10654,0,0
1133,0.118875,0,0
1134,0.115521,0,0
1135,0.132337,0,0
1136,0.106178,0,0
1137,0.106554,0,0
1138,0.106647,0,0
1139,0.106412,0,0
1140,0.1325,0.008789,0.022139
1141,0.107142,0,0
1142,0.106644,0,0
1143,0.119346,0,0
1144,0.107887,0,0
1145,0.106627,0,0
1146,0.106648,0,0
1147,0.106771,0,0
1148,0.106201,0,0
1149,0.106443,0,0
1150,0.106818,0.0088807,0.0221138
1151,0.128226,0,0
1152,0.106372,0,0
1153,0.106399,0,0
1154,0.106338,0,0
1155,0.10715,0,0
1156,0.115891,0,0
1157,0.107412,0,0
1158,0.107572,0,0
1159,0.106162,0,0
1160,0.113779,0.0087925,0.033726
1161,0.105777,0,0
1162,0.106646,0,0
1163,0.106455,0,0
1164,0.106568,0,0
1165,0.109723,0,0
1166,0.105987,0,0
1167,0.106928,0,0
1168,0.115678,0,0
