19244746,5873,4456,0,144,144,0,0,0
19244747,957,1020,0,471,485,1,1,1971
19244748,6296,797,0,90,84,1,2,1988
19244749,4013,2627,0,503,260,1,1,1993
19244750,1969,484,0,33,192,0,0,0
19244752,3860,685,0,334,229,1,1,1988
19244753,5560,1287,0,110,110,0,0,0
19244754,3693,456,0,33,192,0,0,0
19244755,5605,452,0,33,192,0,0,0
19244756,2702,1271,0,110,110,0,0,0
19244757,5882,1475,0,526,293,0,1,1967
19244758,6243,905,0,41,621,1,1,1984
19244759,6187,1315,0,490,490,0,0,0
19244760,4557,1392,0,90,90,1,1,1983
19244761,343,870,0,210,161,1,1,1954
19244762,125,886,0,52,47,1,1,1992
19244763,5274,1368,0,90,90,1,2,1985
19244764,3270,76,0,52,52,1,1,1993
19244765,6015,892,0,106,106,1,1,1992
19244767,5735,5015,0,329,329,0,0,0
19244766,814,1085,0,331,227,1,1,1979
19244768,1089,988,0,126,296,1,2,1991
19244769,5320,4963,0,329,329,0,0,0
19244770,3614,4984,0,329,329,0,0,0
19244771,552,5024,0,329,329,0,0,0
19244772,1854,84,0,238,297,1,1,1991
19244773,1452,849,0,210,84,0,0,0
19244774,4838,846,0,210,84,0,0,0
19244775,6067,1458,0,196,237,1,1,1994
19244776,394,1530,0,478,87,1,1,1971
19244777,3655,419,0,110,301,1,1,1984
19244778,817,325,0,332,67,1,1,1990
19244779,1069,1935,0,321,321,1,1,1978
19244780,367,488,0,190,93,1,1,1992
19244781,6331,1324,0,130,81,1,2,1990
19244782,6004,122,0,66,91,1,1,1996
19244783,2725,79,0,619,619,1,2,1991
19244784,624,1781,0,197,33,0,0,0
19244785,5254,1144,0,38,210,1,1,1987
19244786,3555,493,0,493,163,1,1,1993
19244788,233,1750,0,197,33,0,0,0
19244789,1059,689,0,619,290,1,2,1991
19244790,1233,1735,0,197,33,0,0,0
19244791,5742,1699,0,197,33,0,0,0
19244792,1034,529,0,296,165,1,1,1998
19244793,1861,222,0,148,148,1,2,1998
19244794,3826,619,0,84,199,1,1,1989
19244795,3424,479,0,453,517,1,1,1983
19244797,1014,1032,0,94,94,0,0,0
19244798,3308,715,0,219,152,1,1,1992
19244799,1998,960,0,141,67,1,2,1994
19244800,1501,993,0,94,94,0,0,0
19244801,1055,775,0,284,24,0,0,0
19244802,4041,725,0,268,288,1,1,1975
19244803,2673,643,0,60,141,0,0,0
19244804,1123,1225,0,20,159,1,1,1989
19244805,2630,1149,0,165,225,1,1,1985
19244807,77,878,0,228,226,0,0,0
19244808,2754,2593,0,346,198,1,1,1982
19244809,1125,1122,0,323,152,1,1,1988
19244810,4951,1378,0,90,4,1,1,1993
19244811,3109,365,0,112,241,0,1,1995
19244812,4621,1375,0,90,4,1,2,1988
19244813,2697,8059,0,268,47,0,0,0
19244814,232,924,0,291,302,1,1,1994
19244815,3705,823,0,94,94,0,0,0
19244816,5787,8032,0,268,47,0,0,0
19244818,3132,2089,0,321,381,0,0,0
19244821,4939,841,0,623,47,0,1,1971
19244819,2281,2081,0,321,381,0,0,0
19244820,1877,2071,0,321,381,0,0,0
19244824,2346,843,0,623,47,0,2,1979
19244822,5963,801,0,94,94,0,0,0
19244823,3035,195,0,41,175,1,1,1998
19244825,5507,445,0,164,198,0,0,0
19244826,569,726,0,163,93,1,1,1993
19244827,3718,1050,0,325,326,1,1,1986
19244828,6150,1464,0,268,30,0,0,0
19244829,4971,225,0,227,114,1,1,1995
19244830,883,294,0,210,183,1,1,1976
19244831,1086,1533,0,192,124,1,1,1990
19244832,5780,911,0,210,123,0,0,0
19244833,5613,11382,0,210,123,0,0,0
19244834,5257,898,0,210,123,1,1,1993
19244835,2843,420,0,165,234,1,2,1988
19244836,6412,421,0,165,234,1,1,1988
19244837,4647,1003,0,42,335,1,1,1980
19244838,1553,7768,0,268,47,0,0,0
19244839,550,585,0,123,69,1,1,1991
19244840,4196,7749,0,268,47,0,0,0
19244841,4185,353,0,176,199,1,1,1982
19244842,5362,529,0,123,69,1,1,1991
19244843,1774,1352,0,194,194,0,1,2001
19244844,825,695,0,45,192,0,2,1992
19244845,1165,323,0,223,67,1,1,1993
19244846,4277,323,0,223,67,1,1,1994
19244847,5123,1125,0,156,498,1,1,1993
19244848,2196,1326,0,331,14,1,1,1990
19244849,2592,377,0,340,152,1,1,1986
19244850,4490,1815,0,94,35,0,0,0
19244851,6252,393,0,596,600,1,1,1989
19244852,1573,469,0,623,626,1,1,1986
19244853,1719,3903,0,24,211,0,0,0
19244854,6363,3896,0,24,211,0,0,0
19244855,2749,3897,0,24,211,0,0,0
19244856,5317,812,0,27,337,1,1,1977
19244857,4667,3872,0,24,211,0,0,0
19244858,1081,225,0,73,68,1,1,1993
19244859,2540,300,0,325,253,1,1,1990
19244860,4005,314,0,184,148,1,2,1997
19244861,4862,302,0,184,148,1,1,1996
19244863,3679,819,0,27,106,1,1,1985
19244864,4979,264,0,184,148,1,1,1998
19244865,1824,1146,0,474,483,1,1,1986
19244866,1695,896,0,268,177,0,0,0
19244867,156,937,0,114,308,1,2,1985
19244868,2158,127,0,192,91,1,1,1970
19244869,5013,232,0,405,278,0,0,0
19244870,1026,1384,0,257,152,0,0,0
19244871,2167,1144,0,5,5,0,0,0
19244872,4315,1162,0,183,205,1,1,1986
19244873,3748,646,0,133,21,1,1,1994
19244874,5180,3152,0,142,236,0,2,1998
19244875,5624,1296,0,257,152,0,0,0
19244876,1464,800,0,5,22,1,1,1970
19244877,3545,492,0,98,53,1,1,1980
19244878,1716,1820,0,332,374,1,1,1988
19244879,4185,325,0,199,24,1,1,1982
19244880,6429,580,0,268,31,1,1,1978
19244881,1511,1619,0,41,177,1,1,1984
19244882,220,256,0,332,300,1,1,1984
19244883,4041,865,0,288,309,1,1,1975
19244884,369,1558,0,115,507,1,2,1990
19244885,4092,225,0,226,117,1,2,1995
19244886,101,282,0,98,98,0,1,1984
19244887,1661,2581,0,284,265,0,0,0
19244888,5366,2568,0,284,265,0,0,0
19244890,6105,2812,0,142,236,0,1,1995
19244891,2158,127,0,91,66,1,1,1970
19244892,5416,417,0,127,153,1,2,1992
19244893,4681,411,0,127,153,1,1,1992
19244895,1525,1576,0,324,324,0,0,0
19244894,2461,132,0,301,180,1,1,1995
19244896,1885,1571,0,324,324,0,0,0
19244897,6090,807,0,35,49,1,2,1991
19244899,223,1561,1,329,85,0,0,0
19244900,3661,752,1,454,452,1,1,1975
19244901,716,1928,1,329,172,0,0,0
19244902,2683,1526,1,324,324,0,0,0
19244903,648,1991,1,329,172,0,0,0
19244904,4621,1079,1,4,263,1,2,1988
19244905,6034,925,1,152,312,1,1,1992
19244906,4951,1073,1,4,263,1,1,1993
19244907,4647,535,1,335,265,1,1,1980
19244908,107,1910,1,329,172,0,0,0
19244909,1568,1864,1,205,205,0,0,0
19244910,6327,381,1,302,115,1,1,1986
19244911,556,519,1,289,87,1,1,1989
19244912,4237,1721,1,176,623,0,0,0
19244913,5755,1623,1,163,461,1,1,1992
19244914,6015,1032,1,106,106,1,1,1992
19244915,4511,316,1,56,181,1,1,1988
19244916,5134,2724,1,26,272,0,0,0
19244917,372,2731,1,26,272,0,0,0
19244919,5942,1753,1,205,205,0,0,0
19244918,1878,409,1,133,77,1,2,1991
19244920,4290,402,1,133,77,1,1,1990
19244921,3702,1341,1,426,204,1,1,1991
19244922,4733,1196,1,35,313,1,1,1995
19244923,6125,2442,1,188,22,0,0,0
19244924,1987,999,1,176,87,0,0,0
19244925,3222,875,1,117,118,1,1,1993
19244926,3819,275,1,168,338,1,1,1971
19244928,1407,421,1,186,621,1,2,1990
19244927,6361,298,1,199,211,1,1,1981
19244929,3907,294,1,219,61,1,1,1984
19244930,6288,620,1,86,133,1,1,1985
19244931,3697,254,1,165,256,1,1,1994
19244932,3491,555,1,184,401,1,1,1988
19244933,2024,1601,1,35,232,0,0,0
19244934,4475,107,1,22,19,1,2,1988
19244935,3308,555,1,152,156,1,1,1977
19244936,5669,227,1,53,74,1,1,1976
19244937,2807,2561,1,177,94,0,0,0
19244938,5546,215,1,326,325,1,1,1986
19244939,2535,605,1,177,94,0,0,0
19244940,1695,634,1,177,94,0,0,0
19244941,1921,619,1,177,94,0,0,0
19244942,3355,1219,1,41,29,1,1,1988
19244943,658,881,1,176,61,1,1,1990
19244944,2471,1455,1,294,490,0,0,0
19244946,1272,1161,1,337,337,1,1,1982
19244945,6027,1276,1,257,260,0,0,0
19244947,2356,1241,1,257,260,1,2,1986
19244948,826,275,1,172,46,1,1,1984
19244949,4306,697,1,126,349,1,1,1986
19244950,4464,1618,1,2,265,0,0,0
19244954,6374,346,1,254,251,1,1,1987
19244957,4185,1523,1,24,106,1,1,1982
19244958,2763,629,1,53,54,1,1,1991
19244959,2292,921,1,304,295,1,1,1998
19244960,5102,141,1,150,150,1,1,1992
19244961,2058,228,1,403,402,1,1,1990
19244963,3413,1194,1,288,334,1,2,1989
19244962,4819,730,1,35,172,0,0,0
19244964,3331,936,1,343,94,1,1,1992
19244965,2952,1324,1,195,211,0,0,0
19244966,2032,1169,1,288,334,1,1,1991
19244967,5707,1325,1,195,211,0,0,0
19244969,2894,371,1,152,127,1,1,1993
19244970,1322,3083,1,90,90,0,2,1990
19244971,4354,1615,1,39,161,1,1,1978
19244972,2167,5815,1,5,5,0,0,0
19244973,3775,1081,1,86,94,1,1,1988
19244974,5916,5798,1,5,5,0,0,0
19244977,4951,446,1,263,237,1,1,1993
19244975,5885,213,1,114,240,1,1,1992
19244976,4815,3029,1,90,90,0,1,1990
19244978,4475,132,1,19,22,1,2,1988
19244979,4206,3105,1,182,145,0,0,0
19244980,365,235,1,223,87,1,1,1989
19244981,2754,1065,1,198,134,1,1,1982
19244983,3993,503,1,206,279,1,1,1984
19244984,6328,2991,1,182,145,0,1,1997
19244985,2321,2977,1,182,145,0,1,1997
19244986,6106,2962,1,182,145,0,1,1982
19244987,6178,530,1,304,340,1,1,1993
19244989,2830,1027,1,110,273,1,1,1988
19244990,1511,1571,1,177,463,1,1,1984
19244991,5677,888,1,197,32,1,1,1988
19244992,1629,1424,1,479,256,0,0,0
19244993,6392,2484,1,182,85,0,0,0
19244994,4724,2621,1,182,85,0,0,0
19244995,6457,478,1,334,177,1,1,1989
19244996,5635,695,1,181,45,1,1,1992
19244997,3640,527,1,232,323,0,0,0
19244998,4498,1413,1,31,144,1,1,1987
19244999,1956,364,1,158,183,1,1,1993
19245000,5980,985,1,71,176,1,1,1991
19245001,3929,709,1,220,162,1,1,1987
19245002,2091,693,1,130,213,1,2,1989
19245003,367,1228,1,93,493,1,1,1993
19245004,893,363,1,240,240,1,1,1959
19245005,5475,304,1,304,299,1,1,1992
19245006,5274,865,1,90,26,1,1,1991
19245007,1740,863,1,90,26,1,2,1992
19245008,5122,1425,1,90,370,0,0,0
19245009,451,1130,1,130,146,1,1,1991
19245010,881,410,1,289,93,1,1,1993
19245013,5906,357,1,288,223,1,1,1991
19245014,4072,340,1,288,223,1,1,1991
19245015,5484,335,1,288,223,1,1,1991
19245012,349,1354,1,90,370,1,1,1990
19245016,3591,3303,1,117,596,0,0,0
19245017,6457,758,1,177,177,1,1,1989
19245018,716,1742,1,172,6,0,0,0
19245019,2908,489,1,141,340,1,1,1982
19245020,648,1718,1,172,6,0,0,0
19245021,5742,9276,1,33,37,0,0,0
19245022,223,1733,1,172,6,0,0,0
19245023,3428,536,1,181,84,1,1,1993
19245024,624,9270,1,33,37,0,0,0
19245025,3613,261,1,120,209,1,1,1978
19245026,233,9256,1,33,37,0,0,0
19245027,107,1733,1,172,6,0,0,0
19245028,414,1433,1,176,507,0,0,0
19245029,6433,576,1,343,227,1,1,1971
19245030,1085,1999,1,144,260,0,1,1984
19245031,1233,9203,1,33,37,0,0,0
19245032,5953,397,1,115,340,1,2,1988
19245033,10,1926,1,144,260,0,0,0
19245034,2078,639,1,39,134,1,1,1986
19245035,1554,280,1,256,245,1,1,1977
19245036,604,1912,1,144,260,0,0,0
19245037,2331,1912,1,144,260,0,1,1986
19245038,3676,545,1,343,117,1,1,1993
19245039,814,480,1,227,231,1,1,1990
19245040,851,1524,1,229,13,1,1,1994
19245042,5635,1293,1,45,272,1,1,1992
19245044,658,291,1,61,130,1,1,1990
19245043,5055,265,1,227,330,1,1,1987
19245045,5109,534,1,141,327,0,0,0
19245046,1984,962,1,280,149,1,1,1992
19245047,5836,2250,1,299,376,1,1,1991
19245048,4044,788,1,196,168,1,1,1974
19245049,4487,716,1,130,182,1,1,1987
19245050,229,567,1,303,293,1,1,1986
19245051,2022,703,1,289,177,1,1,1994
19245052,1882,365,1,346,198,1,1,1975
19245053,4110,721,1,307,28,1,2,1975
19245054,4355,1348,1,181,218,1,1,1987
19245055,1204,478,1,71,107,1,1,1987
19245056,1659,326,1,230,492,1,1,1986
19245057,6442,721,1,84,16,1,2,1989
19245058,5433,8793,1,33,37,0,0,0
19245059,5053,295,1,231,234,1,1,1979
19245060,2754,1533,1,134,241,1,1,1982
19245061,6281,658,1,84,16,1,1,1985
19245062,1783,578,1,153,300,1,1,1985
19245063,841,300,1,113,302,1,2,1994
19245064,1557,751,1,165,340,1,1,1984
19245065,2458,655,1,289,87,1,1,1990
19245066,6015,219,1,106,31,1,2,1987
19245067,6142,634,1,476,311,1,1,1985
19245068,6457,494,1,177,334,1,1,1989
19245069,3649,1545,1,176,5,0,0,0
19245070,1993,457,1,33,33,0,0,0
19245071,1450,305,1,126,176,1,1,1979
19245072,938,267,1,27,359,1,2,1990
19245073,5276,1421,1,176,5,0,0,0
19245074,4065,614,1,226,226,0,0,0
19245076,6229,1228,1,214,134,1,1,1991
19245077,5813,144,1,133,56,1,1,1990
19245078,4957,1382,1,176,5,0,0,0
19245080,4746,303,1,176,620,1,1,1988
19245083,6286,372,1,114,306,1,1,1979
19245084,3271,1281,1,176,5,0,0,0
19245085,4551,887,1,171,171,1,1,1994
19245086,5758,1260,1,176,5,0,0,0
19245087,5029,484,1,289,113,0,0,0
19245088,5980,1183,1,176,5,0,0,0
19245089,3679,1219,1,106,106,1,1,1992
19245090,502,4349,1,94,627,0,0,0
19245091,4647,945,1,265,265,1,1,1980
19245092,5752,4724,1,94,627,0,0,0
19245093,5706,1996,1,85,85,0,0,0
19245094,866,1979,1,85,85,0,0,0
19245095,1014,119,1,94,94,0,0,0
19245097,3949,1589,1,85,85,0,0,0
19245096,27,359,1,152,117,1,1,1992
19245098,534,1110,1,94,94,0,0,0
19245099,109,699,1,110,7,1,1,1992
19245100,117,808,1,219,229,1,1,1995
19245101,868,14779,1,114,114,0,0,0
19245102,4880,1541,1,85,85,0,0,0
19245103,6176,14725,1,114,114,0,0,0
19245105,5933,14516,1,114,114,0,0,0
19245106,606,138,1,61,333,1,1,1979
19245107,1105,1327,1,181,19,1,2,1993
19245108,4678,774,1,291,34,1,2,1993
19245109,3,777,1,96,214,1,1,1981
19245110,1939,1111,1,58,299,0,0,0
19245111,5930,14569,1,114,114,0,0,0
19245112,4100,880,1,182,60,1,1,1989
19245113,1211,14337,1,114,114,0,0,0
19245114,4925,597,1,17,160,0,0,0
19245115,6433,566,1,227,492,1,1,1985
19245116,4185,724,1,106,31,1,1,1982
19245117,4458,874,1,61,53,1,1,1989
19245118,3741,651,2,13,141,1,1,1995
19245119,2702,626,2,110,364,1,1,1965
19245120,79,661,2,55,80,1,1,1990
19245121,2871,296,2,114,299,1,2,1990
19245122,2198,103,2,342,342,1,1,1996
19245123,2754,1492,2,241,241,1,1,1982
19245124,27,1495,2,117,231,0,0,0
19245125,1766,4614,2,161,24,0,0,0
19245126,126,437,2,37,37,0,0,0
19245127,4354,4605,2,161,24,0,0,0
19245128,3981,234,2,463,325,1,1,1989
19245129,255,253,2,118,28,1,1,1995
19245130,4557,1809,2,90,100,0,0,0
19245131,3741,456,2,141,140,1,1,1995
19245132,4815,2129,2,90,100,0,0,0
19245133,5528,369,2,67,93,1,1,1995
19245134,5800,798,2,71,29,1,1,1992
19245135,4092,345,2,117,300,1,1,1992
19245136,5375,342,2,117,300,1,1,1995
19245137,1356,2557,2,282,36,0,0,0
19245138,5667,2538,2,35,199,0,0,0
19245139,5970,652,2,225,324,1,1,1985
19245140,4490,2531,2,35,199,0,0,0
19245141,3997,3843,2,2,2,0,0,0
19245142,4356,2293,2,35,199,0,0,0
19245143,1166,2496,2,35,199,0,0,0
19245146,1076,3812,2,2,2,0,0,0
19245145,3590,347,2,158,309,1,1,1993
19245147,3705,2938,2,94,627,0,0,0
19245149,4010,163,2,268,126,1,1,1985
19245148,5636,399,2,299,334,1,1,1988
19245150,534,9187,2,94,627,0,0,0
19245151,107,1695,2,6,53,0,0,0
19245152,223,1697,2,6,53,0,0,0
19245154,5685,24268,2,172,53,1,1,1990
19245153,716,1674,2,6,53,0,0,0
19245155,648,1633,2,6,53,0,0,0
19245156,723,1972,2,254,144,1,1,1993
19245158,2696,2169,2,172,172,0,0,0
19245159,3258,276,2,112,107,1,1,1994
19245160,2198,546,2,342,282,1,1,1996
19245161,4819,2152,2,172,172,0,0,0
19245162,126,6581,2,37,37,0,0,0
19245163,1501,1232,2,94,33,0,0,0
19245164,5528,577,2,93,13,1,1,1995
19245165,2954,925,2,182,183,0,0,0
19245166,454,559,2,46,56,1,1,1990
19245167,3559,360,2,315,60,1,1,1979
19245168,5140,2899,2,85,25,0,0,0
19245169,4297,2878,2,85,25,0,0,0
19245170,6280,1622,2,454,449,1,1,1987
19245171,6089,357,2,291,94,1,1,1987
19245172,6183,239,2,304,299,1,1,1989
19245173,1168,257,2,304,299,1,1,1980
19245174,3679,670,2,106,106,1,1,1992
19245175,3590,396,2,309,123,1,1,1993
19245176,662,325,2,161,24,1,1,1978
19245177,261,741,2,24,133,1,2,1967
19245178,2198,1412,2,282,36,0,0,0
19245179,545,1162,2,20,226,1,1,1994
19245180,5906,710,2,223,61,1,1,1991
19245181,5484,646,2,223,226,1,1,1991
19245182,4175,675,2,223,61,1,1,1991
19245183,6183,246,2,299,304,1,1,1989
19245184,1939,262,2,299,304,1,1,1980
19245185,6003,1461,2,289,347,1,1,1993
19245186,2754,2922,2,241,346,1,1,1982
19245187,5589,4276,2,106,26,1,1,1982
19245188,3590,1544,2,123,260,1,1,1993
19245189,3279,515,2,198,74,1,1,1988
19245190,6430,388,2,80,346,1,1,1975
19245191,5538,5477,2,49,37,0,0,0
19245193,2711,404,2,17,130,1,1,1990
19245194,4563,759,2,152,486,0,0,0
19245195,5257,2258,2,123,334,1,1,1993
19245196,1923,1177,2,96,31,1,1,1980
19245197,261,356,2,133,84,1,2,1967
19245198,1363,978,2,219,330,1,1,1992
19245199,3949,499,2,85,85,0,0,0
19245200,227,1008,2,621,182,1,1,1991
19245201,3908,904,2,20,349,0,0,0
19245202,1131,894,2,20,349,1,1,1994
19245203,3958,693,2,125,41,1,1,1978
19245204,1198,203,2,107,77,1,1,1994
19245205,5443,1108,2,13,138,1,1,1992
19245206,5922,342,2,302,67,1,1,1994
19245207,2166,824,2,20,349,1,1,1993
19245208,4938,1778,2,249,34,0,0,0
19245209,5070,221,2,405,278,1,1,1985
19245210,2693,1738,2,249,34,0,0,0
19245211,3248,707,2,117,232,0,0,0
19245213,2540,85,2,253,323,1,1,1979
19245215,558,397,2,127,223,1,1,1993
19245216,6296,1173,2,84,130,1,2,1967
19245217,2353,990,2,127,308,1,1,2000
19245218,6327,224,2,115,332,1,1,1992
19245219,545,440,2,226,303,1,1,1994
19245220,893,391,2,240,231,0,0,0
19245221,3786,274,2,483,488,1,1,1986
19245222,5421,107,2,289,141,1,1,1993
19245223,4548,24830,2,314,316,0,0,0
19245224,6429,1180,2,31,332,0,0,0
19245225,4185,1158,2,31,332,0,0,0
19245226,263,1182,2,31,332,0,0,0
19245227,3723,4624,2,314,314,0,0,0
19245228,497,1160,2,31,332,0,0,0
19245229,5549,4635,2,314,314,0,0,0
19245230,4446,480,2,181,264,1,2,1989
19245231,5801,4596,2,314,314,0,0,0
19245232,4363,4596,2,314,314,0,0,0
19245233,2920,539,2,239,480,0,1,1989
19245234,6183,1787,3,304,451,1,1,1996
19245235,1849,1767,3,502,234,1,2,1986
19245236,1813,261,3,627,182,1,1,1990
19245237,4511,459,3,181,196,0,0,0
19245238,5475,391,3,299,304,1,1,1992
19245239,629,308,3,130,17,0,0,0
19245240,4151,276,3,130,17,0,0,0
19245241,2900,253,3,130,17,0,0,0
19245242,219,1992,3,291,340,0,0,0
19245243,5970,1779,3,324,5,1,1,1985
19245244,6447,1139,3,156,295,1,1,1992
19245245,2142,620,3,91,44,0,0,0
19245246,4770,590,3,55,207,1,1,1989
19245247,2471,1604,3,490,294,0,0,0
19245248,943,947,3,162,324,1,1,1987
19245249,3736,468,3,7,38,1,1,1991
19245250,4877,643,3,128,128,1,1,1987
19245251,3571,2336,3,144,414,0,0,0
19245252,1125,680,3,152,87,1,1,1994
19245253,5144,1492,3,291,340,0,0,0
19245254,1828,1143,3,142,177,1,2,1996
19245255,5700,1491,3,573,579,1,1,1998
19245257,4406,851,3,448,456,1,2,1960
19245258,63,338,3,199,264,1,1,1995
19245259,4770,681,3,207,408,1,1,1989
19245260,2956,1029,3,181,21,1,1,1990
19245261,499,1877,3,53,621,1,1,1994
19245262,3741,314,3,140,53,0,0,0
19245263,2794,571,3,479,474,1,1,1979
19245264,3115,270,3,110,172,1,1,1990
19245265,5365,394,3,140,133,1,1,1994
19245267,4877,321,3,128,374,1,1,1987
19245268,1059,716,3,290,490,0,0,0
19245269,3958,608,3,41,125,1,1,1985
19245270,6015,1192,3,31,624,1,1,1996
19245271,3679,2981,3,106,181,1,1,1985
19245272,4602,471,3,125,172,1,1,1992
19245273,3115,888,3,172,340,1,1,1990
19245274,1923,1010,3,31,624,0,0,0
19245275,6299,3568,3,255,255,0,0,0
19245276,1181,3537,3,255,255,0,0,0
19245277,6007,3505,3,255,255,0,0,0
19245279,5726,490,3,31,289,1,1,1989
19245280,5120,1608,3,41,150,0,0,0
19245281,1598,1878,3,214,509,1,1,1991
19245282,4009,214,3,296,117,1,1,1992
19245283,2166,220,3,349,349,1,1,1994
19245284,3958,1951,3,125,87,1,1,1994
19245285,4306,1200,3,349,304,1,1,1993
19245286,1131,1081,3,349,154,0,0,0
19245288,689,2062,3,197,197,0,0,0
19245290,4588,2008,3,197,197,0,0,0
19245291,2456,1986,3,197,197,0,0,0
19245293,5535,1978,3,197,197,0,0,0
19245294,2642,649,3,26,106,1,1,1982
19245295,2324,514,3,26,38,1,1,1993
19245296,3908,973,3,349,304,1,1,1994
19245297,2789,422,3,141,327,1,1,1993
19245298,4009,332,3,117,240,1,2,1963
19245299,134,552,3,22,171,1,1,1994
19245300,445,1910,3,321,321,0,0,0
